General Ledger
Business Name: AB Civil Consulting LLC
Tax Filing Name: AB CIVIL CONSULTING LLC
Accounting Basis: Modified Cash
Date Range: 1/1/2025 to 1/31/2026
Report Date: 1/19/2026

Account: Legends Bank Checking 7131,Your balance in Patriot: $16220.81
Date,Type,Description,Amount,Balance
2/28/2025,Imported Transaction,Legends Bank - Personal INTERNET TRANSFER FROM CHK 7544 TO CHK 7131 9728394,$8000.00,$22520.15
2/28/2025,Imported Transaction,Legends Bank - Personal INTERNET TRANSFER FROM CHK XXXXX131 TO CHK XXXXX142 8630755,-$300.00,$22220.15
2/28/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$1833.77,$20386.38
3/3/2025,Imported Transaction,Legends Bank - Personal PAYPAL INST XFER,-$37.77,$20348.61
3/3/2025,Imported Transaction,Legends Bank - Personal APPLECARD GSBANK PAYMENT,-$52.82,$20295.79
3/4/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1062),$2278.00,$22573.79
3/4/2025,Customer Invoice Payment,Payment for Firethorn Inc (Invoice #1063),$980.00,$23553.79
3/4/2025,Customer Invoice Payment,Payment for Firethorn Inc (Invoice #1043),$350.00,$23903.79
3/4/2025,Customer Invoice Payment,Payment for Earthwork Tech (Invoice #1061),$1750.00,$25653.79
3/4/2025,Imported Transaction,Legends Bank - Personal PAYPAL INST XFER,-$160.00,$25493.79
3/4/2025,Journal Entry,Stripe Fees,-$27.04,$25466.75
3/4/2025,Imported Transaction,Legends Bank - Personal WEBBANK/INTUIT GPWEB LOAN,$10000.00,$35466.75
3/5/2025,Imported Transaction,Legends Bank - Personal THE HARTFORD INSPMTCL,-$405.47,$35061.28
3/5/2025,Customer Invoice Payment,Payment #148249 for L.C. Whitford Co. Inc (Invoice #1068),$875.00,$35936.28
3/6/2025,Customer Invoice Payment,Payment #13658 for Terry Roberts Site Work (Invoice #1074),$350.00,$36286.28
3/6/2025,Customer Invoice Payment,Payment #13658 for Terry Roberts Site Work (Invoice #1073),$1590.00,$37876.28
3/6/2025,Journal Entry,Stripe Fees Transfer,-$51.05,$37825.23
3/6/2025,Imported Transaction,Legends Bank - Personal AMEX EPAYMENT ACH PMT,-$5000.00,$32825.23
3/7/2025,Contractor Payment,Payment for Ufredo Barahona,-$1100.00,$31725.23
3/7/2025,Payroll,Net Pay,-$13924.63,$17800.60
3/7/2025,Payroll,Net Pay,-$127.99,$17672.61
3/7/2025,Customer Invoice Payment,Payment #E03300 for Kwest Group (Invoice #1065),$1250.00,$18922.61
3/7/2025,Customer Invoice Payment,Payment #E03300 for Kwest Group (Invoice #1066),$1500.00,$20422.61
3/7/2025,Imported Transaction,Legends Bank - Personal NEWLANE AUTH PAYME,$10615.93,$31038.54
3/7/2025,Imported Transaction,Legends Bank - Personal ROCKPILE SOLUTIO SALE,-$995.00,$30043.54
3/7/2025,Void Payroll,Net Pay,$127.99,$30171.53
3/7/2025,Void Payroll,Net Pay,$13924.63,$44096.16
3/7/2025,Journal Entry,Transaction Correction for Payroll,-$127.99,$43968.17
3/7/2025,Journal Entry,Transaction Correction of Payroll,-$13924.63,$30043.54
3/7/2025,Imported Transaction,Legends Bank - Personal MOBILE TRANSFER FROM CHK 7131 TO CHK 7073 9868849,-$1400.00,$28643.54
3/10/2025,Imported Transaction,Legends Bank - Personal Verizon Wireless,-$384.09,$28259.45
3/11/2025,Customer Invoice Payment,Payment for Earthtech Developers (Invoice #1083),$1000.00,$29259.45
3/11/2025,Imported Transaction,Legends Bank - Personal IRS USATAXPYMT,-$6722.33,$22537.12
3/11/2025,Journal Entry,Stripe Fees Transfer,-$5.00,$22532.12
3/12/2025,Customer Invoice Payment,Payment for Kwest Group (Invoice #1064),$680.00,$23212.12
3/13/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1018),$3990.00,$27202.12
3/13/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1021),$2287.00,$29489.12
3/13/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1019),$5500.00,$34989.12
3/13/2025,Void Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1019),-$5500.00,$29489.12
3/13/2025,Void Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1018),-$3990.00,$25499.12
3/13/2025,Void Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1021),-$2287.00,$23212.12
3/13/2025,Imported Transaction,Legends Bank - Personal INTERNET TRANSFER FROM CHK XXXXX131 TO CHK XXXXX803 4794757,-$2500.00,$20712.12
3/13/2025,Imported Transaction,Legends Bank - Personal INTUIT 38624633 TRAN FEE,-$8.50,$20703.62
3/13/2025,Customer Invoice Payment,Payment for Utility Group of Florida LLC (Invoice #1077),$850.00,$21553.62
3/14/2025,Customer Invoice Payment,Payment for Litman Excavating (Invoice #1069),$1625.00,$23178.62
3/14/2025,Customer Invoice Payment,Payment for Litman Excavating (Invoice #1145),$970.00,$24148.62
3/14/2025,Customer Invoice Payment,Payment for Unlimited Site Services (Invoice #1076),$450.00,$24598.62
3/14/2025,Customer Invoice Payment,Payment #34427 for JWB Contractors (Invoice #1081),$1530.00,$26128.62
3/14/2025,Customer Invoice Payment,Payment #2293 for Knust Excavating (Invoice #1084),$1125.00,$27253.62
3/14/2025,Customer Invoice Payment,Payment #13684 for Terry Roberts Site Work (Invoice #1075),$2120.00,$29373.62
3/14/2025,Imported Transaction,Legends Bank - Personal Best Buy,-$220.00,$29153.62
3/14/2025,Imported Transaction,Legends Bank - Personal AMEX EPAYMENT ACH PMT,-$18323.50,$10830.12
3/14/2025,Journal Entry,J. Malever submitted a check for 1000.00,$1000.00,$11830.12
3/14/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$682.24,$11147.88
3/17/2025,Imported Transaction,Legends Bank - Personal STEFFANIE QUIBETE IAT PAYPAL WEB000000000000098775 AB CIVIL CONSULTING LLC,-$987.75,$10160.13
3/17/2025,Imported Transaction,Legends Bank - Personal SBA EIDL LOAN PAYMENT 3015519102,-$356.00,$9804.13
3/17/2025,Imported Transaction,Legends Bank - Personal CarMax,-$1050.82,$8753.31
3/20/2025,Journal Entry,Duplicate Payment from Litman,$1625.00,$10378.31
3/20/2025,Journal Entry,Transfer from 7544 to 7131,$1000.00,$11378.31
3/20/2025,Imported Transaction,Legends Bank - Personal WEBBANK/INTUIT GPWEB LOAN,$10000.00,$21378.31
3/21/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1001),$2860.00,$24238.31
3/21/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1011),$4284.00,$28522.31
3/21/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1012),$3638.00,$32160.31
3/21/2025,Imported Transaction,Legends Bank - Personal MOBILE TRANSFER FROM CHK 7131 TO CHK 2803 5064632,-$4000.00,$28160.31
3/21/2025,Journal Entry,Recording of Stripe Fees,-$15.00,$28145.31
3/21/2025,Payroll,Net Pay,-$9212.75,$18932.56
3/24/2025,Contractor Payment,Payment for Ufredo Barahona,-$5875.00,$13057.56
3/24/2025,Payroll,Net Pay,-$3581.10,$9476.46
3/25/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$209.54,$9266.92
3/25/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$114.38,$9152.54
3/25/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$172.94,$8979.60
3/25/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$172.94,$8806.66
3/25/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$102.94,$8703.72
3/25/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$183.00,$8520.72
3/25/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$328.49,$8192.23
3/25/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$227.84,$7964.39
3/25/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$181.17,$7783.22
3/26/2025,Imported Transaction,Legends Bank - Personal STEFFANIE QUIBETE IAT PAYPAL WEB000000000000182500 AB CIVIL CONSULTING LLC,-$1825.00,$5958.22
3/26/2025,Customer Invoice Payment,Payment #13716 for Terry Roberts Site Work (Invoice #1072),$1530.00,$7488.22
3/26/2025,Customer Invoice Payment,Payment #29714 for Dorin Landscaping Inc. (Invoice #1127),$450.00,$7938.22
3/26/2025,Customer Invoice Payment,Payment #022827 for Central Site Development (Invoice #1039),$1350.00,$9288.22
3/26/2025,Customer Invoice Payment,Payment for Brightview Landscape Development (Invoice #1033),$1430.00,$10718.22
3/26/2025,Journal Entry,Duplicate Payment Deposited: L.C. Whitford paid $875 with CK 148330. Duplicate Payment. Debiting Legends 7131,$875.00,$11593.22
3/26/2025,Imported Transaction,Legends Bank - Personal MOBILE TRANSFER FROM CHK 7131 TO CHK 2803 1521982,-$2000.00,$9593.22
3/27/2025,Imported Transaction,Legends Bank - Personal KANSAS PAYMENT SUPPORT,-$1232.28,$8360.94
3/27/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$346.51,$8014.43
3/27/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$267.51,$7746.92
3/28/2025,Imported Transaction,Legends Bank - Personal BEI JING HAI WEN HU ZHI WANG LUO JI IAT PAYPAL WEB000000000000096000 AB CIVIL CONSULTING LLC,-$960.00,$6786.92
3/28/2025,Journal Entry,Internet Transfer from CHK 7131 to 7073 6783361,-$1400.00,$5386.92
3/31/2025,Imported Transaction,Legends Bank - Personal CIGNA 877-484-59 8774845967,-$1081.83,$4305.09
3/31/2025,Imported Transaction,Legends Bank - Personal PAYPAL INST XFER,-$37.77,$4267.32
3/31/2025,Imported Transaction,Legends Bank - Personal INTERNET TRANSFER FROM CHK XXXXX131 TO CHK XXXXX142 8630755,-$300.00,$3967.32
3/31/2025,Customer Invoice Payment,Payment for Precision Site Development LLC (Invoice #1134),$2340.00,$6307.32
4/1/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1155),$2300.00,$8607.32
4/1/2025,Imported Transaction,Legends Bank - Personal APPLECARD GSBANK PAYMENT,-$54.40,$8552.92
4/1/2025,Journal Entry,Stripe Fees,-$5.00,$8547.92
4/1/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$1833.77,$6714.15
4/1/2025,Imported Transaction,Legends Bank - Personal WEBBANK/INTUIT GPWEB LOAN,$10000.00,$16714.15
4/2/2025,Customer Invoice Payment,Payment for Central Florida Site Pros Inc (Invoice #1037),$2650.00,$19364.15
4/2/2025,Customer Invoice Payment,Payment for Central Florida Site Pros Inc (Invoice #1036),$1450.00,$20814.15
4/2/2025,Journal Entry,Stripe Fees,-$10.00,$20804.15
4/3/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1006),$850.00,$21654.15
4/3/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1005),$385.00,$22039.15
4/3/2025,Customer Invoice Payment,Payment for Earthtech Developers (Invoice #1147),$5100.00,$27139.15
4/3/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1007),$560.00,$27699.15
4/3/2025,Journal Entry,Recording of Stripe Fees,-$19.20,$27679.95
4/4/2025,Payroll,Net Pay,-$364.25,$27315.70
4/4/2025,Customer Invoice Payment,Payment for Firethorn Inc (Invoice #1044),$500.00,$27815.70
4/4/2025,Customer Invoice Payment,Payment #4423 for Central Florida Site Pros Inc (Invoice #1080),$1270.00,$29085.70
4/4/2025,Customer Invoice Payment,Payment #4423 for Central Florida Site Pros Inc (Invoice #1038),$1380.00,$30465.70
4/4/2025,Journal Entry,Recording of Stripe Fees,-$4.00,$30461.70
4/4/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$917.70,$29544.00
4/4/2025,Payroll,Net Pay,-$12421.18,$17122.82
4/7/2025,Imported Transaction,Legends Bank - Personal THE HARTFORD INSPMTCL,-$405.47,$16717.35
4/7/2025,Journal Entry,Stripe Fee withdrawn,-$10.95,$16706.40
4/8/2025,Customer Invoice Payment,Payment #234861 for Ed Hulme (Invoice #1079),$850.00,$17556.40
4/8/2025,Customer Invoice Payment,Payment #2338 for Knust Excavating (Invoice #1159),$750.00,$18306.40
4/8/2025,Customer Invoice Payment,Payment #2338 for Knust Excavating (Invoice #1162),$875.00,$19181.40
4/8/2025,Customer Invoice Payment,Payment #2338 for Knust Excavating (Invoice #1163),$1250.00,$20431.40
4/8/2025,Imported Transaction,Legends Bank - Personal STEFFANIE QUIBETE IAT PAYPAL WEB000000000000176575 AB CIVIL CONSULTING LLC,-$1765.75,$18665.65
4/8/2025,Imported Transaction,Legends Bank - Personal KANSAS PAYMENT SUPPORT,-$205.38,$18460.27
4/9/2025,Journal Entry,Stripe Transfer,$285.00,$18745.27
4/9/2025,Customer Invoice Payment,Payment for Kwest Group (Invoice #1095),$1750.00,$20495.27
4/10/2025,Imported Transaction,Legends Bank - Personal Verizon Wireless,-$384.09,$20111.18
4/10/2025,Customer Invoice Payment,Payment #4472212 for Dawson Construction (Invoice #1152),$1000.00,$21111.18
4/10/2025,Customer Invoice Payment,Payment #8420 for Elite Constructors Inc. (Invoice #1178),$2500.00,$23611.18
4/10/2025,Customer Invoice Payment,Payment #39135 for Cypress Gulf - Tampa (Invoice #1041),$5420.00,$29031.18
4/10/2025,Journal Entry,Missing Transaction for Newlane Auth Payment,-$713.20,$28317.98
4/11/2025,Customer Invoice Payment,Payment for SITECH Chesapeake LLC (Invoice #1161),$1500.00,$29817.98
4/11/2025,Imported Transaction,Legends Bank - Personal INTERNET TRANSFER FROM CHK XXXXX131 TO CHK XXXXX803 4794757,-$2500.00,$27317.98
4/12/2025,Journal Entry,Stripe Fees,-$5.00,$27312.98
4/14/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1002),$1490.00,$28802.98
4/14/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1003),$1700.00,$30502.98
4/14/2025,Imported Transaction,Legends Bank - Personal PAYPAL INST XFER,-$50.00,$30452.98
4/14/2025,Journal Entry,Transaction Correction of Best Buy Auto Pymt,-$220.00,$30232.98
4/14/2025,Journal Entry,Stripe Fees,-$10.00,$30222.98
4/15/2025,Customer Invoice Payment,Payment for Earthtech Developers (Invoice #1166),$2250.00,$32472.98
4/15/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1052),$2070.00,$34542.98
4/15/2025,Imported Transaction,Legends Bank - Personal INTERNET TRANSFER FROM CHK 7544 TO CHK 7131 2160730,$3000.00,$37542.98
4/15/2025,Journal Entry,Stripe Fees,-$10.00,$37532.98
4/15/2025,Imported Transaction,Legends Bank - Personal SBA EIDL LOAN PAYMENT 3015519102,-$356.00,$37176.98
4/15/2025,Imported Transaction,Legends Bank - Personal CarMax,-$1050.82,$36126.16
4/15/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$682.23,$35443.93
4/16/2025,Imported Transaction,Legends Bank - Personal IRS USATAXPYMT,-$7323.65,$28120.28
4/16/2025,Imported Transaction,Legends Bank - Personal IRS USATAXPYMT,-$310.60,$27809.68
4/16/2025,Imported Transaction,Legends Bank - Personal AMEX EPAYMENT ACH PMT,-$5382.71,$22426.97
4/17/2025,Customer Invoice Payment,Payment for AJ Oleson Construction (Invoice #1168),$3800.00,$26226.97
4/17/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1085),$3100.00,$29326.97
4/17/2025,Customer Invoice Payment,Payment for AJ Oleson Construction (Invoice #1169),$2890.00,$32216.97
4/17/2025,Imported Transaction,Legends Bank - Personal PAYPAL INST XFER,-$13.13,$32203.84
4/17/2025,Journal Entry,Transaction Entry of Stripe Transfer,$1140.90,$33344.74
4/17/2025,Journal Entry,Stripe Fees,-$15.00,$33329.74
4/17/2025,Imported Transaction,Legends Bank - Personal MOBILE TRANSFER FROM CHK 7131 TO CHK 2803 3456492,-$1000.00,$32329.74
4/18/2025,Contractor Payment,Payment for Ufredo Barahona,-$5700.00,$26629.74
4/18/2025,Payroll,Net Pay,-$13444.01,$13185.73
4/22/2025,Customer Invoice Payment,Payment #39154 for Cypress Gulf - Tampa (Invoice #1094),$3350.00,$16535.73
4/22/2025,Customer Invoice Payment,Payment #814460 for Brightview Landscape Development (Invoice #1033),$160.00,$16695.73
4/22/2025,Imported Transaction,Legends Bank - Personal PAYPAL INST XFER,-$11.83,$16683.90
4/22/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$917.71,$15766.19
4/23/2025,Imported Transaction,Legends Bank - Personal KANSAS PAYMENT SUPPORT,-$205.38,$15560.81
4/23/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$209.54,$15351.27
4/23/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$114.38,$15236.89
4/23/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$172.94,$15063.95
4/23/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$172.94,$14891.01
4/23/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$102.94,$14788.07
4/23/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$183.00,$14605.07
4/23/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$328.49,$14276.58
4/23/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$227.84,$14048.74
4/23/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$181.17,$13867.57
4/25/2025,Imported Transaction,Legends Bank - Personal KYGOV KYEMPLOYMT,-$315.91,$13551.66
4/25/2025,Customer Invoice Payment,Payment #15388 for Ward Excavating (Invoice #1212),$1500.00,$15051.66
4/25/2025,Customer Invoice Payment,Payment #12939 for DCI - Team (Dipasquale Construction) (Invoice #1082),$3000.00,$18051.66
4/25/2025,Customer Invoice Payment,Payment #2061 for June Engineering Consultants (Invoice #1211),$2000.00,$20051.66
4/25/2025,Imported Transaction,Legends Bank - Personal MOBILE TRANSFER FROM CHK 7131 TO CHK 2803 7381923,-$3000.00,$17051.66
4/28/2025,Customer Invoice Payment,Payment for Firethorn Inc (Invoice #1150),$4730.00,$21781.66
4/28/2025,Customer Invoice Payment,Payment for Firethorn Inc (Invoice #1149),$3380.00,$25161.66
4/28/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1045),$1500.00,$26661.66
4/28/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1160),$300.00,$26961.66
4/28/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1215),$4284.00,$31245.66
4/28/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1054),$2330.00,$33575.66
4/28/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1047),$5260.00,$38835.66
4/28/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1048),$2320.00,$41155.66
4/28/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1182),$383.00,$41538.66
4/28/2025,Customer Invoice Payment,Payment for AB Civil Consulting of NC PLLC (Invoice #1086),$1097.00,$42635.66
4/28/2025,Imported Transaction,Legends Bank - Personal STEFFANIE QUIBETE IAT PAYPAL WEB000000000000078175 AB CIVIL CONSULTING LLC,-$781.75,$41853.91
4/28/2025,Imported Transaction,Legends Bank - Personal SCDEW SC UI TAX,-$8.40,$41845.51
4/28/2025,Journal Entry,Wire Transfer from Bank to Bank,$4000.00,$45845.51
4/28/2025,Journal Entry,Stripe Fees,-$10.00,$45835.51
4/28/2025,Imported Transaction,Legends Bank - Personal INTERNET TRANSFER FROM CHK XXXXX131 TO CHK XXXXX073 6783361,-$1400.00,$44435.51
4/29/2025,Imported Transaction,Legends Bank - Personal PAYPAL INST XFER,-$37.77,$44397.74
4/29/2025,Imported Transaction,Legends Bank - Personal PAYPAL INST XFER,-$300.00,$44097.74
4/29/2025,Imported Transaction,Legends Bank - Personal VA DEPT TAXATION TAX PAYMEN,-$515.98,$43581.76
4/29/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$346.45,$43235.31
4/29/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$218.54,$43016.77
4/30/2025,Customer Invoice Payment,Payment for Utility Group of Florida LLC (Invoice #1125),$4170.00,$47186.77
4/30/2025,Imported Transaction,Legends Bank - Personal CIGNA 877-484-59 8774845967,-$1081.83,$46104.94
4/30/2025,Imported Transaction,Legends Bank - Personal INTERNET TRANSFER FROM CHK XXXXX131 TO CHK XXXXX142 8630755,-$300.00,$45804.94
4/30/2025,Imported Transaction,Legends Bank - Personal MOBILE TRANSFER FROM CHK 7131 TO CHK 2803 9823288,-$2000.00,$43804.94
4/30/2025,Imported Transaction,Legends Bank - Personal NYS DOL UI TAX PAYMNT,-$1.99,$43802.95
4/30/2025,Imported Transaction,Legends Bank - Personal STATE OF MONTANA MT TAX PMT,-$122.00,$43680.95
4/30/2025,Journal Entry,Recording of Stripe Fees,-$5.00,$43675.95
4/30/2025,Imported Transaction,Legends Bank - Personal INTUIT FINANCING QBC_PMTS,-$1833.77,$41842.18
5/1/2025,Imported Transaction,Legends Bank - Personal APPLECARD GSBANK PAYMENT,-$52.82,$41789.36
5/1/2025,Imported Transaction,Legends Bank - Personal IRS USATAXPYMT,-$390.27,$41399.09
